Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics
愛你沒差,Jay Chou,44,0.0974,0.452,280720,0.541,0,0,0.107,-8.432,1,0.0268,149.837,4,0.238,"沒有圓周的鐘 失去旋轉意義
下雨這天 好安靜
遠行沒有目的 距離不是問題
不愛了 是妳的謎底

我佔據 格林威治 守候著妳
在時間 標準起點 回憶過去
妳卻在 永夜了的 極地旅行
等愛在 失溫後 漸漸死去

喔 對不起 這句話 打亂了時區
喔 妳要我 在最愛的時候 睡去
我越想越清醒

喔 愛妳沒差 那一點時差 喔
妳離開這一拳給的 太重
...

******* This Lyrics is NOT for Commercial use *******"
上海 一九四三,Jay Chou,45,0.384,0.604,195800,0.379,0,2,0.273,-9.095,1,0.0301,173.955,3,0.394,"泛黃的春聯還殘留在牆上
依稀可見幾個字歲歲平安
在我沒回去過的老家米缸
爺爺用楷書寫一個滿

黃金葛爬滿了雕花的門窗
夕陽斜斜映在斑駁的磚牆
舖著櫸木板的屋內還瀰漫
姥姥當年釀的豆瓣醬

...

******* This Lyrics is NOT for Commercial use *******"
心雨,Jay Chou,45,0.591,0.582,269773,0.519,0,0,0.129,-7.231,1,0.0343,123.995,4,0.0783,"橡樹的綠葉啊 白色的竹籬芭
好想告訴我的她 這裡像幅畫
去年的聖誕卡 鏡子裡的鬍渣
畫面開始沒有她 我還在裝傻

說好為我泡花茶
學習擺刀叉
學生宿舍空蕩蕩的家
守著電話 卻等不到她

心裡的雨傾盆而下
也沾不濕她的髮
淚暈開明信片上的牽掛
那傷心原來沒有時差

心裡的雨傾盆而下
...

******* This Lyrics is NOT for Commercial use *******"
外婆,Jay Chou,44,0.61,0.548,242520,0.706,0.00327,11,0.108,-7.947,0,0.033,161.629,4,0.547,"今天是外婆生日 我換上復古西裝
載著外婆開著拉風的古董車兜兜兜風
車裡放著她的最愛 找回屬於是她的年代
往大稻埋碼頭開去 把所有和外公的往事靜靜回憶

外婆她臉上的漣漪 美麗但藏不住壓抑
失去了愛情只盼望親情 彌補回應
大人們以為出門之前 桌上放六百就算是孝敬
一天到晚拼了命 賺錢少了關懷有什麼意義

外婆她的期待 慢慢變成無奈
大人們始終不明白
她要的是陪伴 而不是六百塊
比你給的還簡單

外婆她的無奈 無法變成期待
只有愛才能夠明白
走在淡水河釁 聽著她的最愛
把溫暖放回口袋

...

******* This Lyrics is NOT for Commercial use *******"
時光機,Jay Chou,42,0.581,0.658,311987,0.631,0,0,0.378,-7.419,1,0.025,102.991,4,0.452,"牆角迎風的雛菊 茉莉花開的香氣 閉上眼回到過去
劃分界線的桌椅 下課卻靠在一起 我就是離不開妳
一路乘著溜滑梯 我們說好走到底 以為從此就分離
用黑板上的日期 倒數找妳

慢慢清晰 原來思念妳 是加了糖的消息
我用鉛筆 畫的很仔細 素描那年天氣
蟬鳴的夏季 我想遇見妳 哦哦哦 一起來

那童年的希望是一台時光機
我可以一路開心到底 都不換氣
戴竹蜻蜓 穿過那森林
打開了任意門找到妳 一起旅行

那童年的希望是一台時光機
...

******* This Lyrics is NOT for Commercial use *******"
爺爺泡的茶,Jay Chou,45,0.237,0.622,238507,0.649,6.21e-05,2,0.0822,-3.815,1,0.074,170.041,4,0.631,"爺爺泡的茶 有一種味道叫做家
陸羽泡的茶 聽說名和利都不拿
爺爺泡的茶 有一種味道叫做家
(爺爺泡的茶 口感味覺還不差)
陸羽泡的茶 像幅潑墨的山水畫

山泉 在地表蜿蜒
從很久很久以前
我有一張稚氣的臉
泉水滲透進礦層岩
爺爺栽種的樟木樹苗在上面
猶記得那年 在一個雨天
那七歲的我躲在屋簷
卻一直想去蕩鞦韆
爺爺抽著煙
說唐朝陸羽寫茶經三卷
流傳了千年
那天 我翻閱字典
查什麼字眼
形容一件事 很遙遠
天邊 是否在海角對面
直到九歲才知道浪費時間
這茶桌樟木的橫切面
年輪有二十三圈
鏡頭的另一邊跳接我成熟的臉
經過這些年 爺爺的手繭
...

******* This Lyrics is NOT for Commercial use *******"
一點點,Jay Chou,44,0.131,0.512,221267,0.408,1.35e-05,7,0.0886,-7.495,1,0.0275,133.971,4,0.178,"幾次爭辯 幾次的失眠
而我卻視而不見 從不先說抱歉
工作優先 跟朋友見面
永遠多過 給你的時間

那虧欠 一直放在心裡面
沒能說出口 你已走遠

抱緊你 卻抓不住 你的愛 剩一點點
...

******* This Lyrics is NOT for Commercial use *******"
聽爸爸的話,Jay Chou,44,0.0499,0.522,263373,0.629,4.06e-06,0,0.18,-7.156,1,0.0263,125.966,4,0.423,Lyrics not found
止戰之殤,Jay Chou,44,0.492,0.617,274907,0.723,0.000108,1,0.109,-6.692,0,0.0334,89.016,4,0.354,"光 輕如紙張 光 散落地方
光 在掌聲漸息中 它慌忙
她在傳唱 不堪的傷
腳本 在臺上 演出最後一場

而 全村的人們在座位上
靜靜的看 時間如何遺棄這劇場
戰火弄髒 她的淚光
誰在風中 吵著吃糖
這故事一開始的鏡頭
灰塵就已經遮蔽了陽光

恐懼 刻在 孩子們臉上
麥田已倒向戰車經過的方向
蒲公英的形狀 在飄散
它絕望 的飛翔 她 只唱 只想
這首止戰 之殤

惡夜燃燭光 天破息戰亂
...

******* This Lyrics is NOT for Commercial use *******"
好久不見,Jay Chou,43,0.273,0.759,252453,0.539,0.0001,0,0.104,-7.488,1,0.026,102.005,4,0.675,"好久不見你還好嗎 你的小狗長大了嗎
我的圍巾還圍著嗎 我的相片都丟了吧
我剪不到後面頭髮 這個藉口還不錯吧(哎喲不錯)
一把剪刀一堆廢話 還不是想求求你回來吧

麥擱一個人咧生氣 乎伊煩惱乎伊操心
雖然不關我ㄟ代誌 誰叫他是我ㄟ兄弟 耶
攏這麼久就唰唰去 想想秋天就馬過去 耶
冬天來臨他會怕冷 你不回來甘講要我抱伊

按呢甘好 是我不好 我沒有緊緊抱住你
你說淚 留著很危險(很危險)
如果等雨一起(等雨一起) 流下不讓同情發現

我對天空這個那個流星
...

******* This Lyrics is NOT for Commercial use *******"
蝸牛,Jay Chou,42,0.762,0.353,238893,0.444,5.32e-05,7,0.739,-9.889,1,0.0303,69.861,4,0.187,"啊 接下來 帶來一首不是自己的歌
但是 我覺得蠻有意義的一首歌
嗯 之前是世界展望會的一個主題曲
然後 叫做「蝸牛」
然後希望大家會喜歡 謝謝

該不該擱下重重的殼?
尋找到底哪裡有藍天
隨著輕輕的風輕輕的飄
歷經的傷都不感覺疼

...

******* This Lyrics is NOT for Commercial use *******"
霍元甲,Jay Chou,46,0.0754,0.592,278320,0.916,5.02e-05,2,0.0989,-3.859,1,0.046,97.991,4,0.718,Lyrics not found
最後的戰役,Jay Chou,44,0.0492,0.608,251160,0.785,2.08e-06,1,0.361,-3.838,1,0.0324,119.007,4,0.395,"機槍掃射聲中我們尋找遮蔽的戰壕
兒時沙雕的城堡毀壞了重新蓋就好
可是你那件染血佈滿彈孔的軍外套
卻就連禱告手都舉不好

在硝煙中想起冰棒汽水的味道
和那些無所事事一整個夏天的年少
我放下槍回憶去年一起畢業的學校
而眼淚一直都忘記要掉

嘲笑的聲音在風中不斷被練習
這樹林間充滿了敵意
部隊棄守陣地你堅持要我也離去
我怎麼能放棄

...

******* This Lyrics is NOT for Commercial use *******"
本草綱目,Jay Chou,44,0.0219,0.723,209933,0.702,0.00781,8,0.0958,-5.984,1,0.0466,101.008,4,0.666,"如果華陀再世 崇洋都被醫治
外邦來學漢字 激發我民族意識
馬錢子 決明子 蒼耳子 還有蓮子
黃藥子 苦豆子 川楝子 我要面子

用我的方式 改寫一部歷史
沒什麼別的事 跟著我 唸幾個字
山藥 當歸 枸杞 go 山藥 當歸 枸杞 go
看我抓一把中藥 服下一帖驕傲

我表情悠哉 跳個大概
動作輕鬆自在 你學不來
霓虹的招牌 調整好狀態
在華麗的城市 等待醒來

我表情悠哉 跳個大概
用書法書朝代 內力傳開
豪氣揮正楷 給一拳對白
結局平躺下來 看誰厲害
...

******* This Lyrics is NOT for Commercial use *******"
威廉古堡,Jay Chou,42,0.109,0.628,236187,0.554,0,11,0.0741,-6.59,0,0.0279,139.929,4,0.322,"藤蔓植物 爬滿了伯爵的墳墓
古堡裡一片荒蕪 長滿雜草的泥土
不會騎掃把的胖女巫
用拉丁文念咒語啦啦嗚
她養的黑貓笑起來像哭 啦啦啦嗚
用水晶球替人占卜

她說下午三點陽光射進教堂的角度
能知道你前世是狼人還是蝙蝠
古堡主人威廉二世滿臉的落腮鬍
習慣 在吸完血後開始打呼

管家是一隻會說法語舉止優雅的豬
吸血前會念約翰福音做為彌補
擁有一雙藍色眼睛的凱薩琳公主
專吃 有ＡＢ血型的公老鼠

恍恍惚惚 是誰的腳步
...

******* This Lyrics is NOT for Commercial use *******"
飄移,Jay Chou,44,0.103,0.618,244147,0.853,0.129,10,0.365,-5.039,0,0.154,185.99,4,0.811,"找支筆 寫下日期 紀錄勇氣
我可以 對著牆壁 讓拳頭叛逆
呼吸 天窗玻璃 打開我的身體
這裡 引擎聲就像是一種樂器

所以 風呼嘯而過刺激
所以 我在轉彎飄移
加足了馬力 飊到底 看仔細
零到一百公里 誰敢與我為敵

我用第一人稱 在飄移青春
輸跟贏的分寸 計算的很精準
我踏上風火輪 在飄移青春
故事中的我們 在演自己的人生

...

******* This Lyrics is NOT for Commercial use *******"
雙截棍,Jay Chou,43,0.0153,0.7,201013,0.881,0,5,0.0853,-6.428,0,0.0596,100.976,4,0.311,"岩燒店的煙味瀰漫 隔壁是國術館
店裡面的媽媽桑 茶道有三段
教拳腳武術的老闆練鐵沙掌 耍楊家槍
硬底子功夫最擅長 還會金鐘罩鐵布衫

他們兒子我習慣 從小就耳濡目染
什麼刀槍跟棍棒 我都耍的有模有樣
什麼兵器? 最喜歡雙截棍柔中帶剛
想要去河南嵩山學少林跟武當

(幹什麼? 幹什麼?) 呼吸吐納心自在
(幹什麼? 幹什麼?) 氣沉丹田手心開
(幹什麼? 幹什麼?) 日行千里繫沙袋
飛簷走壁莫奇怪 去去就來

一個馬步向前 一記左鉤拳 右鉤拳
一句惹毛我的人有危險
一再重演 一根我不抽的菸
一放好多年 它一直在身邊 uh

(幹什麼? 幹什麼?) 我打開任督二脈
(幹什麼? 幹什麼?) 東亞病夫的招牌
...

******* This Lyrics is NOT for Commercial use *******"
爸 我回來了,Jay Chou,42,0.0207,0.668,235640,0.631,8.79e-06,3,0.489,-7.025,0,0.137,75.978,4,0.355,"我聼說通常在戰爭後就會換來和平
為什麼看到我的爸爸一直打我媽媽
就因為喝醉酒 他就能拿我媽出氣
我真的看不下去 以為我較細漢 喝

從小到大只有媽媽的溫暖
為什麼我爸爸那麼凶 耶
如果真的我有一雙翅膀 二雙翅膀
隨時出發 偷偷出發
我一定帶我媽走 哈

從前的教育 別人的家庭
別人的爸爸種種的暴力因素
一定都會有原因
但是呢 媽跟我都沒有錯 虧我叫你一聲爸
爸 爸我回來了

...

******* This Lyrics is NOT for Commercial use *******"
牛仔很忙,Jay Chou,43,0.328,0.724,168187,0.774,1.75e-05,7,0.0593,-7.722,1,0.0351,123.993,4,0.88,"隨著奔騰的馬蹄
小妹妹吹著口琴 夕陽下美了剪影
我用子彈寫日記 介紹完了風景
接下來換介紹我自己 沒錯

我雖然是個牛仔 在酒吧只點牛奶
為什麼不喝啤酒？因為啤酒傷身體
很多人不長眼睛 囂張都靠武器
赤手空拳就縮成螞蟻 嘿

不用麻煩了 不用麻煩了
不用麻煩 不用麻煩了 不用麻煩了
你們一起上 我在趕時間
每天決鬥 觀眾都累了 英雄也累了

不用麻煩了 不用麻煩了
副歌不長 你們有幾個 一起上好了
...

******* This Lyrics is NOT for Commercial use *******"
样子 - 电视剧《要久久爱》主题曲-合唱版,Stefanie Sun,40,0.824,0.282,246598,0.263,0,10,0.0867,-11.629,1,0.044,180.084,4,0.106,"也曾經交織過 難以細數的
遺失的名字
如沙漏的方式 晝夜地流逝
在失真的故事

收集你的樣子 時光風沙間
留下的寶石
我給你的思念 是你留給我
唯一的地址

因為我還記得你青春的樣子
像是可以打敗時間永恆的真實
在萬頃星河中 在浩瀚人海裡
你總有一個位置

或許你也記得我青春的樣子
...

******* This Lyrics is NOT for Commercial use *******"
遇見,Stefanie Sun,63,0.841,0.631,209760,0.233,3.24e-06,8,0.228,-13.016,1,0.0329,91.864,4,0.442,"聽見 冬天的離開
我在某年某月醒過來
我想 我等 我期待
未來卻不能因此安排

陰天 傍晚 車窗外
未來有一個人在等待
向左 向右 向前看
愛要拐幾個彎才來?

...

******* This Lyrics is NOT for Commercial use *******"
我懷念的,Stefanie Sun,62,0.755,0.434,289067,0.391,0,4,0.109,-8.016,1,0.0341,139.972,4,0.283,"我問為什麼那女孩傳簡訊給我?
而你為什麼不解釋 低著頭沉默?
我該相信你很愛我 不願意敷衍我
還是明白你已不想挽回什麼

想問為什麼我不再是你的快樂?
可是為什麼 卻苦笑說我都懂了?
自尊常常將人拖著 把愛都走曲折
假裝了解是怕真相太赤裸裸 狼狽比失去難受

我懷念的是無話不說 我懷念的是一起做夢
我懷念的是爭吵以後 還是想要愛你的衝動
我記得那年生日 也記得那一首歌
記得那片星空
最緊的右手 最暖的胸口
誰記得? 誰忘了?

想問為什麼我不再是你的快樂?
...

******* This Lyrics is NOT for Commercial use *******"
開始懂了,Stefanie Sun,57,0.415,0.638,271493,0.441,7.88e-05,8,0.11,-6.909,0,0.029,117.933,4,0.15,"我竟然沒有調頭 最殘忍那一刻
靜靜看你走 一點都不像我

原來人會變得溫柔 是透徹的懂了
愛情是流動的 不由人的 何必激動著要理由

相信你只是怕傷害我
不是騙我 很愛過誰會捨得
把我的夢搖醒了 宣佈幸福不會來了

用心酸微笑去原諒了
也翻越了 有昨天還是好的
...

******* This Lyrics is NOT for Commercial use *******"
雨天,Stefanie Sun,55,0.73,0.503,241867,0.383,0,1,0.057,-9.151,1,0.0294,115.749,4,0.417,"站在十字路的交點
該怎麼走 我卻只想回頭
除了你給的傘 我再也沒有
別的藉口 去擁有你的什麼

你能體諒 我有雨天
偶爾膽怯 你都瞭解
過去那些 大雨落下的瞬間
我突然發現

誰能體諒 我的雨天
所以情願 回你身邊
此刻腳步 會慢一些 如此堅決
...

******* This Lyrics is NOT for Commercial use *******"
我不難過,Stefanie Sun,53,0.268,0.446,320400,0.521,0,3,0.362,-6.804,1,0.0351,127.977,4,0.126,"又站在你家的門口 我們重複沉默
這樣子單方面的守候 還能多久

終於你開口向我訴說她有多溫柔
雖然你還握著我的手 但我已不在你心中

我真的懂 你不是喜新厭舊
是我沒有 陪在你身邊當你寂寞時候
別再看著我說著你愛過 別太傷痛
我不難過 這不算什麼
只是為什麼眼淚會流我也不懂

就讓我走 讓我開始享受自由
回憶很多 你的影子也會充滿我生活
我並不懦弱 你比誰都懂
雖然寂寞 這會是我 最後的寬容
...

******* This Lyrics is NOT for Commercial use *******"
天黑黑,Stefanie Sun,46,0.934,0.485,233733,0.263,2.23e-05,8,0.122,-10.983,1,0.0396,106.104,4,0.387,"我的小時候 吵鬧任性的時候
我的外婆 總會唱歌哄我
夏天的午後 老老的歌安慰我
那首歌 好像這樣唱的
天黑黑 欲落雨 天黑黑 黑黑

離開小時候 有了自己的生活
新鮮的歌 新鮮的念頭
任性和衝動 無法控制的時候
我忘記 還有這樣的歌
天黑黑 欲落雨 天黑黑 黑黑

我愛上讓我奮不顧身的一個人
...

******* This Lyrics is NOT for Commercial use *******"
逆光,Stefanie Sun,53,0.403,0.306,294027,0.579,0,9,0.291,-5.831,1,0.0525,175.925,4,0.306,"也許我一直害怕有答案
也許愛靜靜在風裡打轉
離開釋懷 很短暫又重來
有時候自問自答

我不要困難把我們擠散
我責備自己那麼不勇敢
遺憾沒有到達 擁抱過還是害怕
用力推開你我依然留下

有一束光 那瞬間 是什麼痛得刺眼
你的視線 是諒解 為什麼捨不得熄滅
我逆著光 卻看見

那是淚光 那力量我不想再去抵擋
...

******* This Lyrics is NOT for Commercial use *******"
样子 - 电视剧《要久久爱》主题曲,Stefanie Sun,50,0.86,0.441,246353,0.264,0,10,0.085,-13.262,1,0.0372,90.107,4,0.115,"也曾經交織過難以細數的遺失的名字
如沙漏的方式晝夜地流逝 在失真的故事
收集你的樣子 時光風沙間留下的寶石
我給你的思念是你留給我唯一的地址

因為我還記得你青春的樣子
像是可以打敗時間永恆的真實
在萬頃星河中 在浩瀚人海裡
你總有一個位置

或許你也記得我青春的樣子
我們路過暖陽 花開花落的春日
...

******* This Lyrics is NOT for Commercial use *******"
綠光,Stefanie Sun,50,0.107,0.589,190079,0.874,0,3,0.0978,-4.971,1,0.0766,106.017,4,0.417,"期待著一個幸運 和一個衝擊
多麼奇妙的際遇
翻越過前面山頂 和層層白雲
綠光在哪裡

觸電般不可思議 像一個奇蹟
劃過我的生命裡
不同於任何意義 你就是綠光
如此的唯一

Green light I'm searching for you
Always 不會卻步
真愛 不會結束
Green light in my life

遇見了一個傳奇 卻如此熟悉
在天空裡的精靈
說一聲 listen to me 有一道綠光
幸福在哪裡

觸電般不可思議 像一個奇蹟
...

******* This Lyrics is NOT for Commercial use *******"
"半句再見 - From ""At Café 6"" / Main Theme Song",Stefanie Sun,51,0.853,0.472,242490,0.313,0,4,0.102,-9.995,1,0.0331,72.81,4,0.221,Lyrics not found
第一天,Stefanie Sun,48,0.0371,0.428,253960,0.904,0,8,0.316,-4.042,1,0.0975,176.105,4,0.623,"下過雨的夏天傍晚 我都會期待
唱歌的蟬 嘿
把星星都吵醒 月光曬了很涼快

就是這樣回憶起來 第一次告白
尷尬的我
看愛裝得很哲學的你 其實很可愛

你說活在明天 活在期待
不如活得今天很自在
我說我懂了 會不會太快?
未來 第一天要展開

第一天 我存在 第一次呼吸暢快
站在地上的腳踝 因為你而有真實感
第一天 我存在 第一次能飛起來
愛是騰空的魔幻
第一天的純真色彩 它總是永遠那麼燦爛

...

******* This Lyrics is NOT for Commercial use *******"
克卜勒,Stefanie Sun,47,0.531,0.52,249023,0.485,1.05e-06,0,0.138,-7.679,1,0.0378,132.089,4,0.272,"好像你的身体
藏在众多孤星之中还是找得到你
挂在天上放光明
提醒我 我也只是一颗寂寞的星星

等不到你 成为我最闪亮的星星
我依然愿意借给你我的光
投射给你 直到你那灿烂的光芒
静静地挂在遥远的天上

当你沉浸 天空那条冰冷的银河
...

******* This Lyrics is NOT for Commercial use *******"
我也很想他,Stefanie Sun,47,0.76,0.547,257200,0.383,0,2,0.121,-8.717,1,0.0321,129.784,4,0.397,"那時我們總有好多話
什麼事都可以講
我的愛情比你早
卻一直放在心上
後來你們之間的變化
我不想再多說話
經過了相遇和掙扎
我還是無法將他放下
那是多久後的事了
有一天你突然問我
在那個時候 是否也愛著他
我也很想他 我們都一樣
在他的身上 曾找到翅膀
只是那時的他 是因為你
他開始飛翔
我也很想他 在某個地方
我少了尷尬 你少了肩膀
而夏天還是那麼短
...

******* This Lyrics is NOT for Commercial use *******"
眼淚成詩,Stefanie Sun,46,0.781,0.332,221200,0.264,0,0,0.252,-11.317,1,0.0353,138.754,4,0.309,"我已经
已经把我伤口化作玫瑰
我的泪水
已经变成雨水早已轮回

我已经
已经把对白留成了永远
忘了天色
究竟是黑是灰

分手伤了谁
谁把他变美
我的眼泪写成了诗已无所谓
...

******* This Lyrics is NOT for Commercial use *******"
我的愛,Stefanie Sun,42,0.808,0.24,261440,0.3,0,9,0.096,-8.623,1,0.039,65.79,4,0.198,"繞著山路 走得累了
去留片刻 要如何取捨
去年撿的 美麗貝殼
心不透徹 不會懂多難得

以為 只要簡單地生活
就能平息了脈博 卻忘了在逃什麼

我的愛 明明還在 轉身了才明白
該把幸福 找回來 而不是各自緬懷
...

******* This Lyrics is NOT for Commercial use *******"
原點,Stefanie Sun,38,0.428,0.481,248427,0.403,0,1,0.0817,-7.62,1,0.0344,129.922,4,0.125,Lyrics not found
当冬夜渐暖,Stefanie Sun,45,0.745,0.466,287853,0.431,0,6,0.367,-7.275,0,0.0294,139.687,4,0.126,"很多事情 不是誰說了就算
即使傷心 結果還是自己擔
多少次失望表示著多少次期盼
事實證明 幸福很難

我們之間 不是誰說了就算
拉扯的愛 徒增結局的難堪
一百次相愛只要有一次的絢爛
下一次會更勇敢

當冬夜漸暖 當大海也不再那麼藍
當月色的純白變得陰暗
...

******* This Lyrics is NOT for Commercial use *******"
原來你什麼都不要,Stefanie Sun,42,0.822,0.574,223000,0.388,0,7,0.0848,-6.522,1,0.0287,107.796,4,0.288,"我知道這樣不好
也知道你的愛只能那麼少
我只有不停的要
要到你想逃

淚濕的枕頭曬乾就好
眼淚在你的心裡只是無理取鬧
以為在你身後
是我一輩子的驕傲
原來你 什麼都不想要

我不要你的呵護 你的玫瑰
只要你好好久久愛我一遍
就算虛榮也好 貪心也好
哪個女人對愛不自私 不奢望
...

******* This Lyrics is NOT for Commercial use *******"
我要的幸福,Stefanie Sun,39,0.694,0.589,213933,0.499,0.00102,8,0.0976,-6.603,1,0.0266,99.93,4,0.271,"為愛情付出 為活著而忙碌
為什麼而辛苦 我仔細紀錄
用我的雙眼 在夢想裡找路
該問路的時候 我不會裝酷

我還不清楚 怎樣的速度
符合這世界 變化的腳步
生活像等待 創作的黏土
幸福 我要的幸福 漸漸清楚
...

******* This Lyrics is NOT for Commercial use *******"
風衣,Stefanie Sun,44,0.802,0.602,242951,0.381,0,10,0.223,-9.906,1,0.0304,125.918,4,0.401,"当时提不起
那段沉痛的感情
后来轻如话语
再鳞伤遍体
也像瘀青会淡去 忘记
当时禁不起
你我情绪的暴雨
后来美如一场风景
是年纪的笔
不知不觉地改写 自己

一张一张飞过的日历
拼凑剪贴一件风衣

大风吹吹什么包裹我
包裹你 包裹心
成长是个游戏 把曾经
变如今
一个一个告别的身影
拼凑剪贴一件黑色风衣
未来是本书籍有童话
有爱情 有推理
我去过的过去
...

******* This Lyrics is NOT for Commercial use *******"
同類,Stefanie Sun,39,0.904,0.278,212507,0.264,0,2,0.111,-9.802,1,0.0388,176.15,4,0.351,"雨後的城市 寂寞又狼狽
路邊的座位 它空著在等誰

我拉住時間 它卻不理會
有沒有別人 跟我一樣很想被安慰

＃風 停了又吹 我忽然想起誰
天 亮了又黑 我(又)過了好幾歲

心 暖了又灰
...

******* This Lyrics is NOT for Commercial use *******"
逃亡,Stefanie Sun,38,0.0297,0.492,284305,0.669,4.77e-05,3,0.117,-5.854,1,0.0274,100.012,4,0.118,"逃亡
踩著月光 打開車窗 離開這城市想找個解放
一路開往 最高那一座山 孤單的想像 寂寞的逃亡
＊我想是偶爾難免沮喪 想離開 想躲起來 心裡的期待 總是填不滿
...

******* This Lyrics is NOT for Commercial use *******"
尚好的青春,Stefanie Sun,41,0.863,0.403,265009,0.213,0,4,0.0954,-10.698,1,0.0343,143.35,4,0.356,"尚好的青春都是你 再遙遠都跟隨你
若滂沱大雨 不曾見證 海角相偎依
衣角怎麼會溼淋淋

尚好的青春都是你 沒有片刻不想你
就算能真在對的時間 遇見對的你
遺失的青春怎能回得去

千萬記得天涯有人在等你
風再疾再狂我也不放棄 願為你
直到有一刻能守著你的心
就算你不會懂也不會可惜
...

******* This Lyrics is NOT for Commercial use *******"
愛情證書 - Remastered,Stefanie Sun,36,0.756,0.591,255733,0.403,0,1,0.099,-8.373,1,0.0294,122.925,4,0.263,"寂寞當然有一點
你不在我身邊 總是特別想念你的臉
距離是一份考卷
測量相愛的誓言 最後會不會實現

我們為愛還在學
學溝通的語言 學著諒解 學著不流淚
等到我們學會飛
飛越黑夜 和考驗 日子就要從孤單裡畢業

...

******* This Lyrics is NOT for Commercial use *******"
最后之后 - 王者荣耀琥珀纪元主题曲,Stefanie Sun,37,0.216,0.199,263904,0.676,0.000126,4,0.0773,-7.711,0,0.0527,167.99,4,0.167,"從哪說起? 到哪斷句?
冥想的你 竟是自己
洪荒天地 孤身往前去
走過了晨夕

幾秒回憶 幾兩勇氣
幾世紀雷雨
多老的謎 多少戰役
多虧夢無敵

...

******* This Lyrics is NOT for Commercial use *******"
風箏,Stefanie Sun,33,0.901,0.481,276317,0.414,1.86e-05,5,0.0964,-9.549,1,0.0413,99.725,4,0.125,Lyrics not found
我很愉快,Stefanie Sun,34,0.93,0.427,275632,0.252,0.0113,7,0.106,-14.39,1,0.0335,93.866,4,0.161,Lyrics not found
餘額,Stefanie Sun,34,0.851,0.245,212875,0.289,0,2,0.0948,-10.152,1,0.0377,76.388,4,0.275,"城裡的房間
只剩下縫隙
它沒有埋怨
有盛夏記憶

在沒有防備之下
我親吻你而變強大
只是愛沒餘額了啊

我卸下了超載的行李
夢想折疊在床底
偶爾悲傷偶爾被幸福完善

...

******* This Lyrics is NOT for Commercial use *******"
"在,也不見 - 電影「再見,在也不見」主題曲",Stefanie Sun,37,0.909,0.461,233019,0.335,5.69e-06,0,0.104,-9.897,1,0.0336,131.983,4,0.236,"能錯的都已錯過
若還能重演
是否會痛的更熟練

該在的都已不在
若不辭而別
是否遺憾就能拖延

都是背影 何必回見
熟悉的淚 陌生的臉

不斷再見 還能說多少遍
已經塵封的 能不能視而不見
...

******* This Lyrics is NOT for Commercial use *******"
世界终结前一天,Stefanie Sun,31,0.348,0.63,305463,0.642,3.69e-05,6,0.383,-7.287,1,0.0305,98.967,4,0.305,"世界終結前一天 預言說 毀滅的毀滅
太陽照樣地機械 地綻開又凋謝

天使卡一條線 吹口哨 是宣告再見
白衣裳沾了些 不稀白潔 再重蹈一遍

生命的墨跡 是透明淚滴
（就期待相遇 誰還在原地）
誰祈禱着雨 應援在哪裡
（共相煽惑而窒息）

世界終結前一天
誰還再說 愛就要間隔離別
餘暉就快要熄滅 黑覆蓋這世界
...

******* This Lyrics is NOT for Commercial use *******"
Hey Jude,Stefanie Sun,31,0.547,0.548,274867,0.348,0.000201,8,0.123,-6.863,1,0.0242,148.071,4,0.297,"Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better
Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better

And anytime you feel the pain, hey Jude, refrain
Don't carry the world upon your shoulders

For well you know that it's a fool who plays it cool
...

******* This Lyrics is NOT for Commercial use *******"
害怕,Stefanie Sun,34,0.853,0.411,243173,0.295,0,11,0.083,-8.941,1,0.0411,140.409,3,0.151,"忘 風沒有很努力要自己去遺忘
那些和日記一起收藏的過往
孤單在思緒之中變得很漫長

想 我沒有很刻意讓自己不去想
那些和照片一起靜止的模樣
我學著堅強
堅強到不用學著不想 學著遺忘

還是害怕夜深人靜時總想起你
...

******* This Lyrics is NOT for Commercial use *******"
極美,Stefanie Sun,35,0.938,0.524,211627,0.187,3.94e-05,3,0.0946,-13.225,1,0.0308,75.948,4,0.243,"別再奮力逞强
狂歡掩飾倔强
面對空洞 四面堂皇
有沒有一些賠償?

誰把星星點亮?
月光明珠萬丈
看清黑夜
燈熄滅也無妨

因為風再涼傘還是在身旁
就算風衣舊了仍把寒阻擋

璀璨的年華在飄逸
我們忘了沾沾自喜
最後在麥田裡相聚
...

******* This Lyrics is NOT for Commercial use *******"
一樣的夏天,Stefanie Sun,35,0.696,0.384,240040,0.221,3.09e-05,2,0.14,-11.283,1,0.0316,177.507,4,0.305,"窗外的雨刚刚停
午后气息 浓浓地才散去
迷迷糊糊张开眼
刚刚的梦 我似乎
在瞬间看见你
Oh my God 已经
不知多久没想起
Oh oh yeah

我淡淡地想着你
...

******* This Lyrics is NOT for Commercial use *******"
