Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics,lyrics,final_lyrics
惡作劇,Tangerine Wong,55,0.581,0.684,226773,0.683,9.52e-06,10,0.123,-6.374,1,0.028,135.978,4,0.676,我找不到很好的原因去阻挡这一切的亲密这感觉太奇异我抱歉不能说明我相信这爱情的定义奇迹会发生也不一定风温柔得清晰也许飘来好消息一切新鲜有点冒险请告诉我怎么走到终点没有人了解没有人像我和陌生人的爱恋,"['我', '找', '不', '到', '很', '好', '的', '原因', '去', '阻挡', '这', '一切', '的', '亲密', '这', '感觉', '太', '奇异', '我', '抱歉', '不能', '说明', '我', '相信', '这', '爱情', '的', '定义', '奇迹', '会', '发生', '也', '不一定', '风', '温柔', '得', '清晰', '也许', '飘来', '好', '消息', '一切', '新鲜', '有点', '冒险', '请', '告诉', '我', '怎么', '走到', '终点', '没有', '人', '了解', '没有', '人', '像', '我', '和', '陌生人', '的', '爱恋']",找 原因 阻挡 这 亲密 这 感觉 太 奇异 抱歉 不能 说明 相信 这 爱情 定义 奇迹 会 发生 不一定 风 温柔 清晰 也许 飘来 消息 新鲜 有点 冒险 请 告诉 怎么 走到 终点 没有 了解 没有 陌生人 爱恋
If I were be the memory,TANK 呂建忠,49,0.538,0.57,291013,0.602,0.0,2,0.113,-5.71,1,0.0312,131.917,4,0.126,累了照慣例努力清醒著也照慣例想你了好怕一放心睡了心跳在夢中不聽話的就停止了聽著呼吸像浪潮拍動著越美麗越讓我忐忑我還能珍惜什麼如果我連自己的脈搏都難掌握如果我變成回憶退出了這場生命留下你錯愕哭泣我冰冷身體擁抱不了你想到我讓深愛的你人海孤獨旅行我會恨自己如此狠心,"['累', '了', '照', '慣例', '努力', '清醒', '著', '也', '照', '慣例', '想', '你', '了', '好', '怕', '一', '放心', '睡', '了', '心跳', '在', '夢', '中', '不', '聽話', '的', '就', '停止', '了', '聽', '著', '呼吸', '像', '浪潮', '拍動', '著', '越', '美麗', '越', '讓', '我', '忐忑', '我', '還', '能', '珍惜', '什麼', '如果', '我', '連', '自己', '的', '脈搏', '都', '難', '掌握', '如果', '我', '變成', '回憶', '退出', '了', '這', '場', '生命', '留下', '你', '錯愕', '哭泣', '我', '冰冷', '身體', '擁抱', '不了', '你', '想到', '我', '讓', '深', '愛', '的', '你', '人海', '孤獨', '旅行', '我', '會', '恨', '自己', '如此', '狠心']",累 慣例 努力 清醒 慣例 想 怕 放心 睡 心跳 夢 聽話 停止 聽 呼吸 浪潮 拍動 越 美麗 越 忐忑 珍惜 脈搏 難 掌握 變成 回憶 退出 場 生命 留下 錯愕 哭泣 冰冷 身體 擁抱 不了 想到 深 愛 人海 孤獨 旅行 恨 狠心
下一個天亮 - 第一波 / 韓劇家有七公主片尾曲,Claire Kuo,51,0.556,0.53,266185,0.486,0.0,0,0.145,-7.245,1,0.0287,121.836,4,0.202,,[],
男人KTV,Tiger Hu,46,0.462,0.37,291453,0.477,0.0,1,0.114,-7.403,1,0.0314,143.51,4,0.232,才刚刚响起就有人哭红了眼睛唱着他们的订情曲对不起点了你的伤心过去一堆男人下了班不回去十几个人关在唱着青春随风远去的回忆说这年头还有什么让我们动心男人歌唱给谁来听下一首有没有你心情我和你吻别在无人的街,"['才', '刚刚', '响起', '就', '有', '人', '哭红', '了', '眼睛', '唱', '着', '他们', '的', '订情曲', '对不起', '点', '了', '你', '的', '伤心', '过去', '一', '堆', '男人', '下', '了', '班', '不', '回去', '十几', '个', '人', '关', '在', '唱', '着', '青春', '随', '风', '远去', '的', '回忆', '说', '这', '年头', '还', '有', '什么', '让', '我们', '动心', '男人', '歌唱', '给', '谁', '来', '听', '下', '一', '首', '有', '没', '有', '你', '心情', '我', '和', '你', '吻别', '在', '无', '人', '的', '街']",刚刚 响起 哭红 眼睛 唱 着 他们 订情曲 对不起 点 伤心 过去 堆 男人 班 回去 十几 个 关 唱 着 青春 随 风 远去 回忆 说 这 年头 还 什么 让 我们 动心 男人 歌唱 给 谁 来 听 首 没 心情 吻别 无 街
親愛的那不是愛情,Angela Chang,54,0.516,0.549,256831,0.588,0.0,9,0.0895,-5.97,1,0.0256,149.852,4,0.331,教室裏那台風琴叮咚叮咚叮嚀像你告白的聲音動作一直很輕微笑看你送完信轉身離開的背影喜歡你字跡清秀的關心那溫熱的牛奶瓶在我手中握緊有你在的地方我總感覺很窩心日子像旋轉木馬在腦海裏轉不停出現那些你對我好的場景你說過牽了手就算約定但親愛的那並不是愛情就像來不及許願的流星,"['教室', '裏', '那', '台風琴', '叮咚', '叮咚', '叮嚀', '像', '你', '告白', '的', '聲音', '動作', '一直', '很', '輕微', '笑', '看', '你', '送完', '信', '轉身', '離開', '的', '背影', '喜歡', '你', '字跡', '清秀', '的', '關心', '那', '溫熱', '的', '牛奶瓶', '在', '我', '手', '中', '握緊', '有', '你', '在', '的', '地方', '我', '總', '感覺', '很', '窩心', '日子', '像', '旋轉', '木馬', '在', '腦海', '裏', '轉', '不停', '出現', '那些', '你', '對', '我', '好', '的', '場景', '你', '說', '過', '牽', '了', '手', '就算', '約定', '但', '親愛的', '那', '並', '不', '是', '愛情', '就', '像', '來不及', '許願', '的', '流星']",教室 裏 台風琴 叮嚀 告白 聲音 動作 一直 輕微 笑 送完 信 轉身 離開 背影 喜歡 字跡 清秀 關心 溫熱 牛奶瓶 手 握緊 地方 總 感覺 窩心 日子 旋轉 木馬 腦海 裏 轉 不停 出現 場景 牽 手 約定 親愛的 愛情 來不及 許願 流星
下雨天,Nan Quan Mama,56,0.595,0.526,253080,0.551,0.0,4,0.372,-6.757,1,0.0286,127.967,4,0.275,下雨天了怎麼辦我好想你我不敢打給你我找不到原因為什麼失眠的聲音變得好熟悉沉默的場景做你的代替陪我等雨停期待讓人越來越沉迷誰和我一樣等不到他的誰愛上你我總在學會寂寞的滋味一個人撐傘一個人擦淚一個人好累怎樣的雨怎樣的夜怎樣的我能讓你更想念雨要多大,"['下雨天', '了', '怎麼辦', '我', '好', '想', '你', '我', '不', '敢', '打給', '你', '我', '找', '不', '到', '原因', '為什麼', '失眠', '的', '聲音', '變', '得', '好', '熟悉', '沉默', '的', '場景', '做', '你', '的', '代替', '陪', '我', '等', '雨', '停', '期待', '讓', '人', '越來越', '沉迷', '誰', '和', '我', '一樣', '等', '不', '到', '他', '的', '誰', '愛上', '你', '我', '總', '在', '學會', '寂寞', '的', '滋味', '一', '個', '人', '撐傘', '一', '個', '人', '擦', '淚', '一', '個', '人', '好', '累', '怎樣', '的', '雨', '怎樣', '的', '夜', '怎樣', '的', '我', '能', '讓', '你', '更', '想念', '雨', '要', '多', '大']",下雨天 想 敢 打給 找 原因 失眠 聲音 變 熟悉 沉默 場景 代替 陪 雨 停 期待 越來越 沉迷 愛上 總 學會 寂寞 滋味 撐傘 擦 淚 累 雨 夜 想念 雨
愛笑的眼睛,Vivian Hsu,47,0.126,0.572,270920,0.358,0.0,6,0.0877,-8.257,1,0.0336,119.82,4,0.123,如果不是那鏡子不像你不藏秘密我還不肯相信沒有你我的笑更美麗那天聽你在電話裡略帶抱歉的關心我嘟的一聲切得比你說分手徹底淚濕的衣洗幹凈陽光裡曬幹回憶折好了傷心明天起只和快樂出去這愛的城市雖然擁擠如果真的遇見你你不必訝異我的笑她無法代替離開你我才發現自己那愛笑的眼睛流過淚像躲不過的暴風雨,"['如果', '不是', '那', '鏡子', '不', '像', '你', '不', '藏', '秘密', '我', '還', '不肯', '相信', '沒有', '你', '我', '的', '笑', '更', '美麗', '那', '天', '聽', '你', '在', '電話', '裡', '略帶', '抱歉', '的', '關心', '我', '嘟', '的', '一', '聲', '切', '得', '比', '你', '說', '分手', '徹底', '淚', '濕', '的', '衣', '洗', '幹凈', '陽光', '裡', '曬幹', '回憶', '折', '好', '了', '傷心', '明天', '起', '只', '和', '快樂', '出去', '這', '愛', '的', '城市', '雖然', '擁擠', '如果', '真的', '遇見', '你', '你', '不必', '訝異', '我', '的', '笑', '她', '無法', '代替', '離開', '你', '我', '才', '發現', '自己', '那', '愛', '笑', '的', '眼睛', '流過', '淚', '像', '躲', '不', '過', '的', '暴風雨']",鏡子 藏 秘密 不肯 相信 笑 美麗 天 聽 電話 裡 略帶 抱歉 關心 嘟 聲 切 分手 徹底 淚 濕 衣 洗 幹凈 陽光 裡 曬幹 回憶 折 傷心 明天 快樂 出去 愛 城市 擁擠 真的 遇見 不必 訝異 笑 無法 代替 離開 發現 愛 笑 眼睛 流過 淚 躲 暴風雨
黃昏,Steve Chou,58,0.122,0.501,344200,0.511,0.0,7,0.279,-9.836,0,0.0291,78.045,4,0.113,過完整個夏天憂傷並沒有好一些開車行駛在公路無際無邊有離開自己的感覺唱不完一首歌疲倦還剩下黑眼圈感情的世界傷害在所難免黃昏再美終要黑夜依然記得從你口中說出再見堅決如鐵昏暗中有種烈日灼身的錯覺黃昏的地平線劃出一句離別愛情進入永夜依然記得從你眼中滑落的淚傷心欲絕,"['過完', '整', '個', '夏天', '憂傷', '並', '沒有', '好', '一些', '開車', '行駛', '在', '公路無際', '無邊', '有', '離開', '自己', '的', '感覺', '唱', '不', '完', '一', '首', '歌', '疲倦', '還', '剩下', '黑', '眼圈', '感情', '的', '世界', '傷害', '在所難免', '黃昏', '再', '美', '終', '要', '黑夜', '依然', '記得', '從', '你', '口', '中', '說出', '再見', '堅決', '如', '鐵', '昏暗', '中', '有種', '烈日', '灼身', '的', '錯覺', '黃昏', '的', '地平線', '劃出', '一', '句', '離別', '愛情', '進入', '永夜', '依然', '記得', '從', '你', '眼', '中', '滑落', '的', '淚', '傷心欲絕']",過完 整 夏天 憂傷 開車 行駛 公路無際 無邊 離開 感覺 唱 完 首 歌 疲倦 剩下 黑 眼圈 感情 世界 傷害 在所難免 黃昏 美 終 黑夜 依然 記得 口 說出 再見 堅決 鐵 昏暗 有種 烈日 灼身 錯覺 黃昏 地平線 劃出 句 離別 愛情 進入 永夜 依然 記得 眼 滑落 淚 傷心欲絕
雙棲動物,Tanya Chua,49,0.674,0.346,275800,0.45,0.0,10,0.11,-6.568,1,0.0315,134.66,4,0.217,愛情如果真的是束縛為何你能愛得輕鬆自如你說你天生愛孤獨兩人生活有點太辛苦我不像你是雙棲動物我只能活在充滿愛的幸福我所能適應的溫度都是以兩人世界為主很想哭哭完無助我無法和我一個人相處你不願搬回從前居住就算哭也一樣沒幫助我被困在一個人的峽谷,"['愛情', '如果', '真的', '是', '束縛', '為何', '你', '能', '愛', '得', '輕鬆', '自如', '你', '說', '你', '天生', '愛', '孤獨', '兩', '人', '生活', '有點', '太', '辛苦', '我', '不', '像', '你', '是', '雙棲', '動物', '我', '只', '能', '活', '在', '充滿', '愛', '的', '幸福', '我', '所', '能', '適應', '的', '溫度', '都', '是', '以', '兩', '人', '世界', '為主', '很', '想', '哭', '哭完', '無助', '我', '無法', '和', '我', '一', '個', '人', '相處', '你', '不', '願', '搬回', '從前', '居住', '就算', '哭', '也', '一樣', '沒', '幫助', '我', '被', '困在', '一', '個', '人', '的', '峽谷']",愛情 真的 束縛 愛 輕鬆 自如 天生 愛 孤獨 兩 生活 有點 太 辛苦 雙棲 動物 活 充滿 愛 幸福 適應 溫度 兩 世界 為主 想 哭 哭完 無助 無法 相處 願 搬回 從前 居住 哭 沒 幫助 困在 峽谷
零,Alan Kuo,46,0.061,0.493,279893,0.565,0.0,3,0.121,-4.958,0,0.0291,120.028,4,0.0977,從來不相信我的世界可以有多完美痛苦寂寞還有一些疲憊不允許他人隨意進入我的零度空間寧願孤獨懶得再去想誰兩個人一起是否只是得到一種安慰掙脫過去然後忘記一切沒想過有天我的結局忽然全部改變誰會抓住我的無力雙臂怎麼會哭誰錯誰對為誰抱歉不會再哭誰錯誰對為誰憔悴走入零度空間等到一切分裂就算愛的危險我們一起面對來不及的防備沒聽過的誓言,"['從來', '不', '相信', '我', '的', '世界', '可以', '有', '多', '完美', '痛苦', '寂寞', '還', '有', '一些', '疲憊', '不', '允許', '他人', '隨意', '進入', '我', '的', '零', '度', '空間', '寧願', '孤獨', '懶得', '再', '去', '想', '誰', '兩', '個', '人', '一起', '是否', '只是', '得到', '一', '種', '安慰', '掙脫', '過去', '然後', '忘記', '一切', '沒', '想', '過', '有', '天', '我', '的', '結局', '忽然', '全部', '改變', '誰', '會', '抓住', '我', '的', '無力', '雙臂', '怎麼', '會', '哭', '誰', '錯', '誰', '對', '為', '誰', '抱歉', '不會', '再', '哭', '誰', '錯', '誰', '對', '為', '誰', '憔悴', '走入', '零', '度', '空間', '等到', '一切', '分裂', '就算', '愛', '的', '危險', '我們', '一起', '面對', '來不及', '的', '防備', '沒', '聽', '過', '的', '誓言']",從來 相信 世界 完美 痛苦 寂寞 疲憊 允許 隨意 進入 度 空間 孤獨 懶得 想 兩 一起 得到 種 安慰 掙脫 過去 忘記 沒 想 天 結局 忽然 改變 抓住 無力 雙臂 哭 錯 抱歉 不會 哭 錯 憔悴 走入 度 空間 分裂 愛 危險 一起 面對 來不及 防備 沒 聽 誓言
孤單北半球,林依晨,49,0.656,0.598,266544,0.458,1.89e-05,5,0.247,-6.698,1,0.0252,93.989,4,0.483,用你的早安陪我吃晚餐記得把想念存進撲滿我望著滿天星在閃聽牛郎對織女說要勇敢不怕我們在地球的兩端看你的問候騎著魔毯飛用光速飛到我面前你讓我看到北極星有十字星作伴少了你的手臂當枕頭我還不習慣你的望遠鏡望不到我北半球的孤單太平洋的潮水跟著地球來迴旋轉我會耐心地等等你有一天靠岸,"['用', '你', '的', '早安', '陪', '我', '吃', '晚餐', '記得', '把', '想念', '存進', '撲滿', '我', '望', '著', '滿天星', '在', '閃', '聽', '牛郎', '對', '織女', '說', '要', '勇敢', '不', '怕', '我們', '在', '地球', '的', '兩', '端', '看', '你', '的', '問候', '騎', '著', '魔毯', '飛', '用', '光速', '飛到', '我', '面前', '你', '讓', '我', '看到', '北極星', '有', '十字星', '作伴', '少', '了', '你', '的', '手臂', '當', '枕頭', '我', '還', '不', '習慣', '你', '的', '望遠鏡', '望', '不', '到', '我', '北半球', '的', '孤單', '太平洋', '的', '潮水', '跟著', '地球', '來', '迴旋', '轉', '我', '會', '耐心', '地', '等等', '你', '有', '一', '天', '靠岸']",早安 陪 吃 晚餐 記得 想念 存進 撲滿 滿天星 閃 聽 牛郎 織女 勇敢 怕 地球 兩 端 問候 騎 魔毯 飛 光速 飛到 面前 看到 北極星 十字星 作伴 少 手臂 枕頭 習慣 望遠鏡 北半球 孤單 太平洋 潮水 跟著 地球 迴旋 轉 耐心 天 靠岸
我們的歌,Leehom Wang,52,0.0294,0.808,246320,0.428,0.0,1,0.0939,-8.355,1,0.0546,139.941,4,0.877,已經聽了一百遍怎麼聽都不會倦從白天唱到黑夜你一直在身邊如果世界太危險只有音樂最安全帶著我進夢裡面讓歌詞都實現無論是開心還是難過我的愛一直不變不必擔心時間流逝帶走一切無論是還是搖滾我的愛一直不變所有美好回憶紀錄在裡面這種那麼深我們的歌那麼真無國界跨時代再也不會叫我要每一句能夠動人心弦情人總分分合合可是我們卻越愛越深,"['已經', '聽', '了', '一百', '遍', '怎麼', '聽', '都', '不會', '倦', '從', '白天', '唱', '到', '黑夜', '你', '一直', '在', '身邊', '如果', '世界', '太', '危險', '只有', '音樂', '最', '安全', '帶', '著', '我', '進', '夢', '裡面', '讓', '歌詞', '都', '實現', '無論', '是', '開心', '還是', '難過', '我', '的', '愛', '一直', '不變', '不必', '擔心', '時間', '流逝', '帶走', '一切', '無論', '是', '還是', '搖滾', '我', '的', '愛', '一直', '不變', '所有', '美好', '回憶', '紀錄', '在', '裡面', '這', '種', '那麼', '深', '我們', '的', '歌', '那麼', '真', '無', '國界', '跨', '時代', '再', '也', '不會', '叫', '我', '要', '每', '一', '句', '能夠', '動人', '心弦', '情人', '總', '分分合合', '可是', '我們', '卻', '越', '愛', '越', '深']",已經 聽 一百 遍 聽 不會 倦 白天 唱 黑夜 一直 身邊 世界 太 危險 音樂 安全 帶 進 夢 裡面 歌詞 實現 開心 難過 愛 一直 不變 不必 擔心 時間 流逝 帶走 搖滾 愛 一直 不變 美好 回憶 紀錄 裡面 種 深 歌 真 國界 跨 時代 不會 句 能夠 動人 心弦 情人 總 分分合合 越 愛 越 深
如果的事,Christine Fan,48,0.828,0.592,228520,0.469,0.0,2,0.198,-7.668,1,0.0293,129.959,4,0.558,我想過一件事不是壞的事一直對自己堅持愛情的意思像風沒有理由輕輕吹著走誰愛誰沒有所謂的對與錯不管時間說著我們在一起有多坎坷我不敢去証實愛你兩個字不是對自己矜持也不是諷刺別人都在說我其實很無知這樣的感情被認定很放肆我很不服我還在想著那件事如果你已經不能控制每天想我一次如果你因為我而誠實如果你看我的電影聽我愛的如果你能帶我一起旅行,"['我', '想', '過', '一', '件', '事', '不', '是', '壞', '的', '事', '一直', '對', '自己', '堅持', '愛情', '的', '意思', '像', '風', '沒有', '理由', '輕輕', '吹', '著', '走', '誰', '愛', '誰', '沒有', '所謂', '的', '對', '與', '錯', '不管', '時間', '說', '著', '我們', '在一起', '有', '多', '坎坷', '我', '不', '敢', '去', '証實', '愛', '你', '兩', '個', '字', '不', '是', '對', '自己', '矜持', '也', '不', '是', '諷刺', '別人', '都', '在', '說', '我', '其實', '很', '無知', '這樣', '的', '感情', '被', '認定', '很', '放肆', '我', '很', '不服', '我', '還', '在', '想', '著', '那', '件', '事', '如果', '你', '已經', '不能', '控制', '每', '天', '想', '我', '一', '次', '如果', '你', '因為', '我', '而', '誠實', '如果', '你', '看', '我', '的', '電影', '聽', '我', '愛', '的', '如果', '你', '能', '帶', '我', '一起', '旅行']",想 件 事 壞 事 一直 堅持 愛情 意思 風 理由 輕輕 吹 走 愛 所謂 錯 時間 在一起 坎坷 敢 証實 愛 兩 字 矜持 諷刺 其實 無知 感情 認定 放肆 不服 想 件 事 已經 不能 控制 天 想 次 誠實 電影 聽 愛 帶 一起 旅行
天天,David Tao,40,0.254,0.352,255600,0.537,0.0,2,0.115,-6.901,0,0.0383,120.58,4,0.151,太陽天或下雨天人擠人的咖啡店找一個能想你舒服的角落看著情人肩靠肩慢慢轉開我視線有個女孩讓我好想念我的心已經飛到這個城市的另一邊想看著你我愛的臉把心裡的感情都對你說那馬路上天天都在塞而每個人天天在忍耐沒有你日子很黑白原來這樣就是戀愛我想要你在我身邊,"['太陽天', '或', '下雨天', '人', '擠', '人', '的', '咖啡店', '找', '一', '個', '能', '想', '你', '舒服', '的', '角落', '看', '著', '情人', '肩', '靠', '肩', '慢慢', '轉開', '我', '視線', '有', '個', '女孩', '讓', '我', '好', '想念', '我', '的', '心', '已經', '飛到', '這', '個', '城市', '的', '另', '一', '邊', '想', '看', '著', '你', '我', '愛', '的', '臉', '把', '心', '裡', '的', '感情', '都', '對', '你', '說', '那', '馬路', '上', '天天', '都', '在', '塞', '而', '每', '個', '人', '天天', '在', '忍耐', '沒有', '你', '日子', '很', '黑白', '原來', '這樣', '就', '是', '戀愛', '我', '想要', '你', '在', '我', '身邊']",太陽天 下雨天 擠 咖啡店 找 想 舒服 角落 情人 肩 肩 慢慢 轉開 視線 女孩 想念 心 已經 飛到 城市 想 愛 臉 心 裡 感情 馬路 天天 塞 天天 忍耐 日子 黑白 原來 戀愛 想要 身邊
你要的愛,Penny Tai,57,0.303,0.328,242440,0.32,0.0,5,0.259,-10.292,1,0.0378,147.99,4,0.2,雖然經常夢見你還是毫無頭緒外面正在下著雨今天是星期幾你去那裡雖然不曾懷疑你還是忐忑不定誰是你的那個唯一原諒我懷疑自己我明白我要的愛會把我寵壞像一個小孩只懂在你懷裡壞,"['雖然', '經常', '夢見', '你', '還是', '毫無', '頭緒', '外面', '正在', '下', '著', '雨', '今天', '是', '星期幾', '你', '去', '那裡', '雖然', '不', '曾', '懷疑', '你', '還是', '忐忑不定', '誰', '是', '你', '的', '那', '個', '唯一', '原諒', '我', '懷疑', '自己', '我', '明白', '我', '要', '的', '愛', '會', '把', '我', '寵', '壞像', '一', '個', '小孩', '只', '懂', '在', '你', '懷裡', '壞']",經常 夢見 毫無 頭緒 外面 正在 雨 今天 星期幾 懷疑 忐忑不定 唯一 原諒 懷疑 明白 愛 寵 壞像 小孩 懂 懷裡 壞
戀上另一個人,Chris Yu,22,0.805,0.452,304387,0.326,0.0,5,0.112,-11.417,1,0.0392,128.739,4,0.223,忽然一場陣雨世界縮為屋簷你熟悉的側臉回頭就在眼前一分神丟了手裡煙墜落了燃燒的歲月讓畫面再接回從前省略了昨天的昨天後來的你好嗎有比較快樂嗎我應該高興吧卻又說不上話雨打濕你右邊的肩淚滑過我左邊的臉這就是唯一的關聯當愛是倉促的句點你曾是我吻過我愛過也傷過擁有過卻錯過的情人,"['忽然', '一', '場', '陣雨', '世界', '縮為', '屋簷', '你', '熟悉', '的', '側', '臉', '回頭', '就', '在', '眼前', '一', '分神', '丟', '了', '手', '裡', '煙', '墜落', '了', '燃燒', '的', '歲月', '讓', '畫面', '再', '接回', '從前', '省略', '了', '昨天', '的', '昨天', '後來', '的', '你', '好', '嗎', '有', '比較', '快樂', '嗎', '我', '應該', '高興', '吧', '卻', '又', '說不上', '話', '雨', '打濕', '你', '右邊', '的', '肩', '淚', '滑過', '我', '左邊', '的', '臉', '這', '就', '是', '唯一', '的', '關聯', '當', '愛', '是', '倉促', '的', '句點', '你', '曾是', '我', '吻', '過', '我', '愛', '過', '也', '傷', '過', '擁有', '過', '卻', '錯過', '的', '情人']",忽然 場 陣雨 世界 縮為 屋簷 熟悉 側 臉 回頭 眼前 分神 丟 手 裡 煙 墜落 燃燒 歲月 畫面 接回 從前 省略 昨天 昨天 後來 比較 快樂 應該 高興 說不上 話 雨 打濕 右邊 肩 淚 滑過 左邊 臉 唯一 關聯 愛 倉促 句點 曾是 吻 愛 傷 擁有 錯過 情人
旅行的意義,Cheer Chen,52,0.38,0.525,256707,0.516,0.0,2,0.365,-7.931,1,0.0299,137.972,4,0.25,你看過了許多美景你看過了許多美女你迷失在地圖上每一道短暫的光陰你品嚐了夜的巴黎你踏過下雪的北京你熟記書本裡每一句你最愛的真理卻說不出你愛我的原因卻說不出你欣賞我哪一種表情卻說不出在什麼場合我曾讓你動心說不出離開的原因,"['你', '看', '過', '了', '許多', '美景', '你', '看過', '了', '許多', '美女', '你', '迷失', '在', '地圖', '上', '每', '一', '道', '短暫', '的', '光陰', '你', '品嚐', '了', '夜', '的', '巴黎', '你', '踏過', '下雪', '的', '北京', '你', '熟記', '書本', '裡', '每', '一', '句', '你', '最愛', '的', '真理', '卻', '說', '不', '出', '你', '愛', '我', '的', '原因', '卻', '說', '不', '出', '你', '欣賞', '我', '哪', '一', '種', '表情', '卻', '說', '不', '出', '在', '什麼', '場合', '我', '曾', '讓', '你', '動心', '說', '不', '出', '離開', '的', '原因']",美景 看過 美女 迷失 地圖 道 短暫 光陰 品嚐 夜 巴黎 踏過 下雪 北京 熟記 書本 裡 句 最愛 真理 出 愛 原因 出 欣賞 種 表情 出 場合 動心 出 離開 原因
七月七日晴,許慧欣,46,0.49,0.707,244973,0.516,0.0,2,0.148,-7.743,1,0.0301,116.014,4,0.387,說了再見是否就能不再想念說了抱歉是否就能理解了一切眼淚代替你親吻我的臉我的世界忽然冰天白雪五指之間還殘留你的昨天一片一片怎麼拼貼完全七月七日晴忽然下起了大雪,"['說', '了', '再見', '是否', '就', '能', '不再', '想念', '說', '了', '抱歉', '是否', '就', '能', '理解', '了', '一切', '眼淚', '代替', '你', '親吻', '我', '的', '臉', '我', '的', '世界', '忽然', '冰天', '白雪', '五指', '之間', '還', '殘留', '你', '的', '昨天', '一', '片', '一', '片', '怎麼', '拼貼', '完全', '七月', '七日', '晴', '忽然', '下', '起', '了', '大雪']",再見 不再 想念 抱歉 理解 眼淚 代替 親吻 臉 世界 忽然 冰天 白雪 五指 之間 殘留 昨天 片 片 拼貼 完全 七月 七日 晴 忽然 大雪
一千年以後,JJ Lin,50,0.658,0.365,227600,0.488,0.0,2,0.146,-6.294,1,0.0409,121.975,4,0.231,心跳亂了節奏夢也不自由愛是何絕對承諾不說撐到一千年以後放任無奈淹沒塵埃我在廢墟之中守着你走來我的淚光承載不了所有一切你要的愛因為在一千年以後世界早已沒有我無法深情挽着你的手淺吻着你額頭,"['心跳', '亂', '了', '節奏', '夢', '也', '不', '自由', '愛', '是', '何', '絕對', '承諾', '不', '說', '撐到', '一千', '年', '以後', '放任', '無奈', '淹沒', '塵埃', '我', '在', '廢墟', '之中', '守', '着', '你', '走來', '我', '的', '淚光', '承載不了', '所有', '一切', '你', '要', '的', '愛', '因為', '在', '一千', '年', '以後', '世界', '早已', '沒有', '我', '無法', '深情', '挽', '着', '你', '的', '手', '淺', '吻', '着', '你', '額頭']",心跳 亂 節奏 夢 自由 愛 絕對 承諾 撐到 一千 以後 放任 無奈 淹沒 塵埃 廢墟 之中 守 着 走來 淚光 承載不了 愛 一千 以後 世界 早已 無法 深情 挽 着 手 淺 吻 着 額頭
聖誕星,Jay Chou,54,0.415,0.842,182727,0.61,0.0296,11,0.31,-9.334,0,0.0396,131.989,4,0.717,馴鹿的響鈴和雪花的相遇當作是我對你離開描繪的旋律柴火寫了序暖和童話的過去遠方的煙囪冒著煙該不會是我的卡片我的卡片那是我讓聖誕老人捎去的想念捎去的想念壁爐的窗邊聖誕襪的許願等待實現夢境沈睡森林木屋鐘聲敲醒雪地晨露熟悉的微笑那是你送我不想拆開的禮物我放下聖誕的曲目放不下沒你的旅途當燭火點燃了孤獨我還在回想擁抱的溫度,"['馴鹿', '的', '響鈴', '和', '雪花', '的', '相遇', '當作', '是', '我', '對', '你', '離開', '描繪', '的', '旋律', '柴火', '寫', '了', '序', '暖和', '童話', '的', '過去', '遠方', '的', '煙囪', '冒', '著', '煙', '該', '不會', '是', '我', '的', '卡片', '我', '的', '卡片', '那', '是', '我', '讓', '聖誕老人', '捎去', '的', '想念', '捎去', '的', '想念', '壁爐', '的', '窗', '邊', '聖誕襪', '的', '許願', '等待', '實現', '夢境', '沈睡', '森林', '木屋', '鐘聲', '敲醒', '雪地', '晨露', '熟悉', '的', '微笑', '那', '是', '你', '送', '我', '不', '想', '拆開', '的', '禮物', '我', '放下', '聖誕', '的', '曲目', '放', '不下', '沒', '你', '的', '旅途', '當', '燭火', '點燃', '了', '孤獨', '我', '還', '在', '回想', '擁抱', '的', '溫度']",馴鹿 響鈴 雪花 相遇 當作 離開 描繪 旋律 柴火 寫 序 暖和 童話 過去 遠方 煙囪 煙 不會 卡片 卡片 聖誕老人 捎去 想念 捎去 想念 壁爐 窗 聖誕襪 許願 等待 實現 夢境 沈睡 森林 木屋 鐘聲 敲醒 雪地 晨露 熟悉 微笑 送 想 拆開 禮物 放下 聖誕 曲目 放 不下 沒 旅途 燭火 點燃 孤獨 回想 擁抱 溫度
